14061,0
16467,0
25725,0
9100,0
32597,0
12156,0
2908,1
38379,0
38263,1
22142,0
18682,1
30513,0
573,0
25191,0
13948,0
34343,1
21345,0
37655,0
6014,0
13765,0
3182,0
8361,0
25144,0
29199,0
18241,0
8098,0
24576,0
21636,1
26330,0
12803,0
12848,1
37276,1
29855,0
24145,1
16680,0
18307,0
32605,0
3611,0
29300,0
38283,1
20512,0
14651,1
23312,1
5253,1
28757,0
5897,1
22489,0
8114,0
22440,1
3100,0
27024,0
7777,0
14173,0
688,0
6275,0
39149,0
862,1
26366,1
38652,0
37203,1
16558,0
10343,0
2813,1
20745,0
18482,1
20604,0
14256,0
25083,1
37507,0
5016,0
1471,0
4232,1
13322,1
36953,1
12435,0
33090,0
16034,1
24410,0
4358,0
25274,0
14915,0
10348,0
24949,1
8973,1
29334,1
35718,0
27746,0
13715,0
24481,0
14381,1
12143,1
4525,0
21116,1
19947,0
9595,0
3203,0
960,0
11416,0
30305,0
16390,0
31219,0
15807,0
33847,0
18262,0
35862,1
35613,0
7639,1
35979,0
3861,1
24598,1
11087,0
9554,0
20281,0
29879,0
11309,1
17477,1
27015,0
10021,1
13587,1
21076,1
1773,0
21608,1
28803,0
28576,0
1023,1
4594,1
22069,0
19018,1
20855,1
19464,1
1363,0
20290,0
31307,1
38498,1
4810,0
4636,1
781,0
3392,0
20464,0
20096,0
27771,0
3374,1
19930,0
8866,1
21069,1
19627,0
29306,0
1605,0
32922,0
39085,0
14919,0
36805,0
13505,0
8669,0
31480,1
19198,0
28966,0
25040,0
27095,0
13621,1
27492,0
16875,1
26670,0
36878,1
19109,0
38005,0
11155,1
5621,1
21826,1
34333,0
2977,1
27396,0
19429,0
13238,1
9867,1
24555,0
4780,0
20624,1
35327,0
17918,0
18019,0
16770,0
5858,0
15115,0
12607,0
5034,1
2671,0
12963,0
17729,1
34153,1
10125,1
22671,1
23289,0
36630,1
35928,0
33477,0
13654,1
22488,1
14730,1
8864,0
21248,1
36042,0
19352,1
28028,0
18763,1
634,1
34624,1
17164,0
4576,0
33613,0
26243,1
30024,0
28722,1
21858,0
38646,0
2544,0
20270,1
350,0
36555,1
16113,0
17440,0
4319,0
25599,0
10391,1
34375,1
6254,1
5986,0
33649,1
13903,0
31379,1
28076,0
30070,0
8705,0
8031,1
34286,0
29592,0
30710,0
1998,1
13892,0
38630,1
38235,1
15315,0
15520,1
25808,1
6987,1
10161,1
6889,1
3796,1
817,0
28239,0
19301,1
38885,1
20774,1
23592,0
19746,1
3746,0
19337,1
12135,0
18449,1
2820,0
34961,0
6115,1
11742,0
22877,1
751,1
10397,0
3433,0
34505,1
10515,1
29783,1
6878,0
10533,0
13056,0
25816,1
13020,1
11287,1
10874,1
20204,1
10345,1
24910,0
10578,0
38177,1
29227,0
25250,1
22791,0
12730,0
37639,0
27683,0
8378,0
34057,0
30758,1
21719,1
7453,1
37248,0
29242,1
22501,0
35829,0
11016,0
8898,0
31930,1
11912,1
11109,0
12310,0
23150,0
32692,1
20735,1
37093,1
27070,0
30132,0
28702,1
27769,0
29715,0
32318,1
33102,1
18118,0
27903,1
19042,0
26080,0
11332,0
11849,0
1062,0
37709,1
8896,0
33014,0
34872,1
31220,1
36407,0
23697,1
20506,1
25423,0
11983,1
14466,0
12078,1
5387,1
29226,1
23370,0
33601,1
18194,0
9605,0
30238,0
18436,0
32440,0
3319,0
1032,1
36519,0
36915,0
24988,1
15551,1
3252,0
36680,0
28434,0
22251,1
8988,1
21317,0
7346,1
30852,0
23496,1
14307,0
9545,0
15267,0
26871,1
23575,1
31298,0
19735,0
3801,0
14159,1
1883,0
33746,0
10522,0
3306,0
38075,0
15305,0
36946,1
36742,1
17209,1
31192,1
15244,1
15201,1
35019,1
35478,0
21430,0
8534,0
23053,0
84,0
9973,1
24161,1
21815,1
11456,1
11055,0
16743,0
18991,0
10552,0
18239,1
15478,1
22964,0
11812,0
19268,0
27587,0
4197,0
29682,1
32446,1
4187,1
21975,1
7090,1
15523,0
2596,1
31497,1
31363,0
8859,1
25198,0
38469,0
28248,0
16756,0
605,0
11074,0
33229,1
10435,0
11249,1
13619,0
11508,1
12909,0
29216,1
10823,0
14764,1
5360,1
10739,1
35607,1
31044,0
33737,0
17957,1
29963,1
37775,0
21381,0
14722,0
11528,0
10967,0
8319,0
32700,1
35308,1
35484,0
2483,1
31820,1
25133,0
10728,1
30067,0
33487,0
23199,0
18326,0
28189,0
3106,0
22424,0
28288,1
10723,0
8358,0
8486,0
9837,1
2492,1
15643,1
6377,1
32294,0
19927,0
22387,1
35069,0
30130,0
9253,1
957,1
11443,1
6593,0
26112,0
17609,0
1576,1
21352,0
13853,0
16542,0
29532,0
32487,0
14434,0
20854,1
13817,0
18260,0
13590,0
5981,1
38979,0
9201,0
33851,0
28065,0
3001,0
10454,0
33043,0
34923,0
20994,0
22256,0
27066,0
33288,0
22158,0
18108,1
38969,1
29964,1
27264,1
16955,0
24615,0
6643,0
30346,0
12705,0
20830,1
38616,1
10949,0
18011,1
37918,1
32785,1
225,1
9041,1
28931,1
22893,1
19824,1
25407,1
19292,0
25503,0
24457,1
25830,0
2273,1
28216,0
22134,0
37508,0
32569,1
12794,0
24594,0
38687,0
12415,0
25433,0
27242,0
33426,0
11283,0
34870,1
28135,0
6352,0
37817,0
2529,1
26624,0
4516,0
36882,0
8411,0
13403,1
35104,0
24461,1
10628,0
34847,0
38234,0
15326,0
5483,0
9275,0
25151,1
31217,0
15542,1
16216,1
11354,1
22738,0
15684,0
27265,1
3165,1
12828,0
38292,0
33354,0
8386,0
35432,0
7543,0
22773,0
31355,0
27976,0
13070,1
22519,1
20805,1
9529,0
25155,1
35740,1
2167,1
37381,0
5214,1
38510,1
4622,0
26067,1
37717,0
29308,0
10894,1
31774,1
22902,0
22944,0
32662,1
20258,0
35673,0
9007,0
5056,1
1837,0
1030,0
10842,0
18540,0
34780,0
31492,1
10155,0
18362,1
18525,0
30012,0
17549,1
34869,1
17426,0
26807,0
31309,1
14312,1
22766,0
16446,0
21057,0
26789,0
10747,1
9052,1
12591,1
15661,0
11423,0
22459,1
23103,0
23112,1
35512,0
23122,1
20387,0
600,1
1818,1
21894,1
32843,0
22329,1
38956,1
11818,1
22263,0
15379,0
31457,0
21478,0
39075,1
21531,1
10129,0
16473,1
19951,0
5779,1
10646,0
30332,1
12971,0
9498,1
9086,1
38778,1
7798,0
19860,0
3391,1
34897,0
31837,0
4548,0
17137,1
21231,0
23782,1
3478,0
35709,0
23759,0
24833,0
665,0
9726,0
34936,0
35545,1
21580,1
12586,0
8160,0
18539,0
4040,1
29959,1
18871,0
10244,0
35897,1
16385,1
25119,1
25436,1
1465,0
17528,1
35081,1
27016,0
23435,1
1493,0
23442,1
10808,1
26631,0
19855,1
22596,0
34099,1
10772,1
3338,0
38006,0
3348,1
19501,1
29740,0
23515,1
37481,1
23516,0
7067,0
8737,1
10448,0
37283,1
38429,0
24629,0
15715,1
25059,0
10652,1
17756,1
31587,1
1674,0
25558,0
17605,1
9330,1
9057,0
26958,0
14340,0
12403,0
7815,1
32004,1
12283,0
24549,1
21532,1
14152,0
23619,1
23287,0
10815,0
11873,1
36118,0
30807,0
18953,1
12736,1
14036,0
2885,1
28158,1
23635,1
17485,0
5579,0
27385,0
2567,0
24918,1
35228,0
11649,0
22735,0
484,0
20951,0
3414,1
36167,1
1625,0
2750,1
3729,0
17982,1
17455,1
16075,0
29621,1
11797,1
27221,0
11262,0
24936,1
34536,0
15459,0
27603,0
7340,1
27057,0
33915,0
17494,0
29366,0
23818,0
11910,0
31477,0
30538,1
32772,1
31158,1
18389,0
24392,0
19353,0
29536,1
35482,0
9866,1
11131,0
26476,0
22505,0
23758,1
10210,0
27110,0
2262,0
13677,0
15832,1
2402,0
17483,0
2103,1
35367,1
37871,1
13248,0
21881,0
3809,0
4973,1
10231,0
37955,1
16630,0
25402,0
19755,0
5594,1
6822,0
24646,0
12926,0
13440,0
24948,0
24008,0
9042,1
8860,0
10106,0
20301,1
23152,1
22956,0
4882,1
1757,0
3930,0
31498,0
847,0
27096,1
20046,0
36543,0
29170,0
12067,0
11572,0
37329,0
35694,1
34908,0
36941,0
3972,1
28928,1
39153,1
8882,0
36816,0
1144,1
8890,1
29551,1
36130,0
22765,0
37649,0
13371,0
21803,0
7834,0
14071,0
22896,0
9627,1
20164,1
12837,1
35108,1
21682,1
20152,1
34954,0
4524,0
23615,0
31116,1
32396,0
21428,0
27114,1
7974,0
5784,0
28704,1
11637,1
9655,0
15342,0
38137,0
12093,1
719,0
30818,1
16331,1
4586,1
33683,0
39073,0
21503,1
11713,1
37189,1
1071,0
8577,1
23901,1
21432,1
6000,0
21494,0
13317,1
13325,0
25039,0
8211,0
7466,0
5876,1
19015,1
32249,0
11878,0
16900,0
37296,0
22205,1
19213,0
23301,1
31095,0
21258,0
18306,1
8178,1
28301,0
16705,0
2006,1
5819,0
27661,0
21124,0
5580,1
9781,0
15309,0
36420,0
21173,1
20470,1
8158,1
22222,1
3713,1
35966,1
35854,1
10110,0
35671,0
18238,1
12303,1
7845,0
1931,0
38812,1
11958,1
6719,1
7078,1
36688,0
34984,1
11981,0
6388,1
11437,1
31628,1
8831,1
11720,0
30418,1
5524,0
16707,1
13752,0
12085,1
32482,0
18752,1
12097,0
8109,0
1978,0
32148,0
17432,0
16565,0
15968,0
38782,0
9976,0
12171,0
17954,0
42,1
5727,1
26848,1
10277,1
18673,0
36128,0
27267,0
30653,0
39097,0
15208,1
6067,1
666,1
26468,0
35538,0
38521,1
14361,0
36879,1
31071,1
17497,0
24809,1
21137,0
27019,0
35905,1
8284,0
31631,0
34005,0
24009,0
14094,0
11915,0
19262,0
13059,0
1845,0
13011,1
20623,0
31876,0
35926,1
7992,0
20564,0
4002,0
25375,1
10847,1
16268,0
19836,0
12988,1
6414,0
19181,1
395,0
1976,1
16493,0
1065,1
2066,0
20441,0
4369,0
26622,0
285,0
25324,0
38973,0
8535,0
13364,0
16683,0
8357,0
19409,0
11072,1
20739,0
12550,0
19862,0
26903,0
25984,0
20066,1
13838,0
33590,1
4929,0
9295,0
12771,0
4784,0
33741,1
33361,0
15838,0
12354,0
35641,1
693,1
1962,1
4472,0
28262,1
27636,0
20134,1
2187,0
10526,0
18150,0
32475,1
26523,0
19763,1
19096,0
7984,0
7548,0
23311,1
4071,0
13213,0
32740,0
18720,1
8106,1
13990,0
38210,0
5172,1
13207,1
19900,0
14029,0
2900,1
19873,1
24548,0
28625,0
26347,0
31760,0
11971,0
38018,0
22779,1
12940,1
19765,0
4404,0
3974,1
38156,1
5534,0
34829,1
17512,0
36070,0
20135,1
26232,1
31729,1
22837,0
12819,0
13641,0
31108,0
19577,0
16137,1
7779,1
19095,1
13827,1
12631,1
5298,1
7813,1
3209,1
38390,0
32800,1
12913,0
18232,1
8570,1
16032,0
5175,0
35575,0
6478,1
37185,0
14339,1
35919,0
6561,0
2773,1
37904,0
2412,1
23495,0
21890,1
30834,0
5412,0
29645,0
8897,0
21630,0
19373,1
30203,0
2713,1
17714,1
37935,1
17093,0
9386,0
7706,0
5399,0
31780,0
13132,0
13851,1
29412,0
4736,1
5427,0
6358,1
16506,0
13149,1
1794,1
6708,0
30408,0
19154,0
32509,0
13179,1
20216,0
35301,1
13485,1
14366,0
8545,1
7916,0
7396,0
25747,0
10442,1
5492,1
30309,0
